id,date_time,not_rain_pxl,sequence,rain_category
2333388,2024-09-11 03:00:00,190970,46,2
2333368,2024-09-11 02:50:00,191564,46,2
2333348,2024-09-11 02:40:00,191784,46,2
2333325,2024-09-11 02:30:00,192358,46,2
2333308,2024-09-11 02:20:00,193052,46,2
2333288,2024-09-11 02:10:00,193162,46,2
2333248,2024-09-11 02:00:00,193433,46,1
2333228,2024-09-11 01:50:00,194162,46,1
2333208,2024-09-11 01:40:00,194156,46,1
2333188,2024-09-11 01:30:00,193990,46,1
2333168,2024-09-11 01:20:00,193857,46,1
2333148,2024-09-11 01:10:00,193513,46,1
2333108,2024-09-11 01:00:00,193712,46,1
2333088,2024-09-11 00:50:00,193660,46,1
2333068,2024-09-11 00:40:00,194032,46,1
2333048,2024-09-11 00:30:00,194381,46,1
2333030,2024-09-11 00:20:00,194312,46,1
2333010,2024-09-11 00:10:00,194556,46,1
2332990,2024-09-11 00:00:00,194405,46,1
2332973,2024-09-10 23:50:00,194016,46,1
2332955,2024-09-10 23:40:00,193354,46,1
2332935,2024-09-10 23:30:00,192682,46,2
2332913,2024-09-10 23:20:00,191029,46,2
2332895,2024-09-10 23:10:00,190458,46,2
2332853,2024-09-10 23:00:00,190895,46,2
2332831,2024-09-10 22:50:00,190799,46,2
2332811,2024-09-10 22:45:00,190847,46,2
2332791,2024-09-10 22:40:00,191163,46,2
2332771,2024-09-10 22:35:00,191514,46,2
2332751,2024-09-10 22:30:00,191682,46,2
2332729,2024-09-10 22:25:00,191781,46,2
2332709,2024-09-10 22:20:00,191990,46,2
2332685,2024-09-10 22:15:00,191875,46,2
2332663,2024-09-10 22:10:00,192427,46,2
2332641,2024-09-10 22:05:00,192584,46,2
2332599,2024-09-10 22:00:00,191903,46,2
2332577,2024-09-10 21:55:00,191592,46,2
2332555,2024-09-10 21:50:00,191510,46,2
2332536,2024-09-10 21:45:00,191382,46,2
2332513,2024-09-10 21:40:00,191371,46,2
2332494,2024-09-10 21:35:00,191306,46,2
2332471,2024-09-10 21:30:00,191354,46,2
2332451,2024-09-10 21:25:00,191275,46,2
2332432,2024-09-10 21:20:00,191192,46,2
2332412,2024-09-10 21:10:00,191314,46,2
2332372,2024-09-10 21:00:00,190402,46,2
2332352,2024-09-10 20:50:00,189539,46,2
2332330,2024-09-10 20:40:00,188911,46,2
2332310,2024-09-10 20:35:00,188852,46,2
2332290,2024-09-10 20:30:00,189563,46,2
2332270,2024-09-10 20:25:00,189489,46,2
2332247,2024-09-10 20:20:00,189307,46,2
2332230,2024-09-10 20:15:00,189092,46,2
2332212,2024-09-10 20:10:00,188826,46,2
2332190,2024-09-10 20:05:00,188578,46,2
2332150,2024-09-10 20:00:00,188447,46,2
2332132,2024-09-10 19:55:00,188001,46,2
2332108,2024-09-10 19:50:00,188028,46,2
2332087,2024-09-10 19:45:00,187770,46,2
2332066,2024-09-10 19:40:00,187476,46,2
2332045,2024-09-10 19:35:00,187115,46,2
2332025,2024-09-10 19:30:00,186724,46,3
2332001,2024-09-10 19:25:00,186721,46,3
2331981,2024-09-10 19:20:00,186839,46,2
2331957,2024-09-10 19:15:00,187319,46,2
2331938,2024-09-10 19:10:00,187695,46,2
2331915,2024-09-10 19:05:00,188136,46,2
2331875,2024-09-10 19:00:00,188371,46,2
2331853,2024-09-10 18:55:00,188951,46,2
2331831,2024-09-10 18:50:00,189064,46,2
2331809,2024-09-10 18:45:00,189357,46,2
2331785,2024-09-10 18:40:00,189350,46,2
2331765,2024-09-10 18:35:00,189517,46,2
2331741,2024-09-10 18:30:00,189624,46,2
2331721,2024-09-10 18:25:00,189755,46,2
2331699,2024-09-10 18:20:00,189930,46,2
2331677,2024-09-10 18:15:00,190049,46,2
2331653,2024-09-10 18:10:00,190243,46,2
2331632,2024-09-10 18:05:00,190586,46,2
2331590,2024-09-10 18:00:00,191128,46,2
2331568,2024-09-10 17:55:00,191346,46,2
2331546,2024-09-10 17:50:00,191513,46,2
2331527,2024-09-10 17:45:00,191491,46,2
2331505,2024-09-10 17:40:00,191526,46,2
2331482,2024-09-10 17:35:00,191212,46,2
2331464,2024-09-10 17:30:00,191094,46,2
2331442,2024-09-10 17:25:00,191076,46,2
2331422,2024-09-10 17:20:00,190611,46,2
2331400,2024-09-10 17:15:00,190183,46,2
2331380,2024-09-10 17:10:00,190568,46,2
2331360,2024-09-10 17:05:00,190245,46,2
2331320,2024-09-10 17:00:00,190446,46,2
2331302,2024-09-10 16:55:00,190969,46,2
2331282,2024-09-10 16:50:00,191209,46,2
2331262,2024-09-10 16:45:00,191462,46,2
2331239,2024-09-10 16:40:00,191683,46,2
2331220,2024-09-10 16:35:00,191846,46,2
2331198,2024-09-10 16:30:00,192128,46,2
2331176,2024-09-10 16:25:00,192352,46,2
2331154,2024-09-10 16:20:00,192676,46,2
2331134,2024-09-10 16:15:00,193136,46,2
2329921,2024-09-09 19:40:00,196124,47,0
2329901,2024-09-09 19:30:00,196142,47,0
2329881,2024-09-09 19:20:00,195945,47,0
2329861,2024-09-09 19:10:00,195692,47,0
2329819,2024-09-09 19:00:00,195240,47,0
2329801,2024-09-09 18:50:00,194978,47,1
2329781,2024-09-09 18:40:00,194511,47,1
2329759,2024-09-09 18:30:00,194522,47,1
2329736,2024-09-09 18:20:00,194887,47,1
2329721,2024-09-09 18:10:00,193924,47,1
2329679,2024-09-09 18:00:00,193639,47,1
2329659,2024-09-09 17:50:00,193463,47,1
2329639,2024-09-09 17:40:00,193677,47,1
2329619,2024-09-09 17:30:00,193226,47,1
2329601,2024-09-09 17:20:00,192007,47,2
2329581,2024-09-09 17:10:00,189750,47,2
2329539,2024-09-09 17:00:00,186217,47,3
2329521,2024-09-09 16:50:00,184368,47,3
2329499,2024-09-09 16:40:00,182455,47,3
2329477,2024-09-09 16:35:00,182454,47,3
2329457,2024-09-09 16:30:00,182435,47,3
2329439,2024-09-09 16:25:00,181601,47,3
2329419,2024-09-09 16:20:00,181523,47,3
2329399,2024-09-09 16:15:00,180246,47,3
2329381,2024-09-09 16:10:00,180697,47,3
2329338,2024-09-09 16:00:00,183410,47,3
2329316,2024-09-09 15:50:00,179795,47,3
2329296,2024-09-09 15:45:00,181175,47,3
2329278,2024-09-09 15:40:00,181330,47,3
2329256,2024-09-09 15:35:00,181240,47,3
2329238,2024-09-09 15:30:00,182039,47,3
2329218,2024-09-09 15:25:00,182260,47,3
2329198,2024-09-09 15:20:00,183455,47,3
2329176,2024-09-09 15:15:00,182307,47,3
2329154,2024-09-09 15:10:00,183176,47,3
2329134,2024-09-09 15:05:00,184461,47,3
2329094,2024-09-09 15:00:00,183255,47,3
2329074,2024-09-09 14:55:00,184249,47,3
2329054,2024-09-09 14:50:00,185509,47,3
2329036,2024-09-09 14:45:00,185260,47,3
2329016,2024-09-09 14:40:00,185732,47,3
2328993,2024-09-09 14:35:00,186558,47,3
2328972,2024-09-09 14:30:00,186563,47,3
2328950,2024-09-09 14:25:00,186672,47,3
2328929,2024-09-09 14:20:00,186848,47,2
2328908,2024-09-09 14:15:00,187285,47,2
2328889,2024-09-09 14:10:00,187517,47,2
2328866,2024-09-09 14:05:00,187725,47,2
2328825,2024-09-09 14:00:00,187816,47,2
2328804,2024-09-09 13:55:00,187662,47,2
2328785,2024-09-09 13:50:00,188022,47,2
2328761,2024-09-09 13:45:00,188068,47,2
2328739,2024-09-09 13:40:00,188392,47,2
2328720,2024-09-09 13:35:00,188702,47,2
2328700,2024-09-09 13:30:00,188971,47,2
2328678,2024-09-09 13:25:00,189737,47,2
2328658,2024-09-09 13:20:00,190064,47,2
2328638,2024-09-09 13:10:00,191427,47,2
2328598,2024-09-09 13:00:00,191479,47,2
2328576,2024-09-09 12:50:00,191481,47,2
2328556,2024-09-09 12:45:00,191270,47,2
2328538,2024-09-09 12:40:00,191351,47,2
2328516,2024-09-09 12:35:00,191465,47,2
2328500,2024-09-09 12:30:00,191855,47,2
2328478,2024-09-09 12:20:00,192345,47,2
2328460,2024-09-09 12:10:00,192576,47,2
2328418,2024-09-09 12:00:00,192915,47,2
2328400,2024-09-09 11:50:00,193803,47,1
2328380,2024-09-09 11:40:00,194276,47,1
2328358,2024-09-09 11:30:00,194576,47,1
2328340,2024-09-09 11:20:00,194886,47,1
2328318,2024-09-09 11:10:00,195163,47,0
2328278,2024-09-09 11:00:00,194956,47,1
2328260,2024-09-09 10:50:00,195099,47,1
2328238,2024-09-09 10:40:00,195449,47,0
2328218,2024-09-09 10:30:00,195151,47,0
2328200,2024-09-09 10:20:00,195240,47,0
2328180,2024-09-09 10:10:00,193567,47,1
2328138,2024-09-09 10:00:00,190564,47,2
2328118,2024-09-09 09:50:00,189254,47,2
2328100,2024-09-09 09:40:00,185653,47,3
2328078,2024-09-09 09:30:00,181919,47,3
2328058,2024-09-09 09:20:00,176339,47,3
2328036,2024-09-09 09:10:00,171829,47,3
2328018,2024-09-09 09:05:00,165294,47,4
2327976,2024-09-09 09:00:00,164506,47,4
2327958,2024-09-09 08:55:00,161812,47,4
2327938,2024-09-09 08:50:00,160622,47,4
2327920,2024-09-09 08:40:00,158939,47,4
2327900,2024-09-09 08:30:00,156579,47,4
2327878,2024-09-09 08:20:00,154126,47,4
2327840,2024-09-09 07:50:00,146546,48,4
2327818,2024-09-09 07:40:00,147344,48,4
2327796,2024-09-09 07:35:00,148974,48,4
2327776,2024-09-09 07:30:00,154138,48,4
2327758,2024-09-09 07:25:00,154273,48,4
2327736,2024-09-09 07:20:00,146966,48,4
2327716,2024-09-09 07:15:00,155589,48,4
2327698,2024-09-09 07:10:00,155720,48,4
2327676,2024-09-09 07:05:00,151407,48,4
2327635,2024-09-09 07:00:00,150777,48,4
2327616,2024-09-09 06:55:00,151089,48,4
2327593,2024-09-09 06:50:00,150858,48,4
2327572,2024-09-09 06:45:00,152806,48,4
2327550,2024-09-09 06:40:00,152930,48,4
2327529,2024-09-09 06:35:00,152129,48,4
2327508,2024-09-09 06:30:00,152616,48,4
2327490,2024-09-09 06:25:00,152238,48,4
2327470,2024-09-09 06:20:00,152430,48,4
2327448,2024-09-09 06:15:00,152603,48,4
2327430,2024-09-09 06:10:00,151287,48,4
2327408,2024-09-09 06:05:00,150503,48,4
2327368,2024-09-09 06:00:00,149681,48,4
2327347,2024-09-09 05:55:00,150207,48,4
2327327,2024-09-09 05:50:00,150931,48,4
2327307,2024-09-09 05:45:00,152592,48,4
2327287,2024-09-09 05:40:00,155199,48,4
2327267,2024-09-09 05:35:00,155024,48,4
2327246,2024-09-09 05:30:00,151291,48,4
2327228,2024-09-09 05:20:00,147869,48,4
2327205,2024-09-09 05:10:00,147609,48,4
2327170,2024-09-09 05:00:00,152044,48,4
2327148,2024-09-09 04:50:00,146735,48,4
2327128,2024-09-09 04:40:00,148560,48,4
2327108,2024-09-09 04:30:00,148500,48,4
2327088,2024-09-09 04:20:00,147071,48,4
2327068,2024-09-09 04:10:00,147486,48,4
2327028,2024-09-09 04:00:00,144961,48,4
2327010,2024-09-09 03:50:00,139476,48,4
2326988,2024-09-09 03:40:00,133654,48,4
2326968,2024-09-09 03:30:00,126003,48,4
2326948,2024-09-09 03:20:00,114532,48,4
2326926,2024-09-09 03:10:00,104170,48,4
2326906,2024-09-09 03:05:00,97379,48,4
2326868,2024-09-09 03:00:00,87956,48,4
2326848,2024-09-09 02:50:00,83137,48,4
2326825,2024-09-09 02:40:00,81915,48,4
2326805,2024-09-09 02:30:00,86739,48,4
2326785,2024-09-09 02:20:00,85519,48,4
2326767,2024-09-09 02:10:00,87405,48,4
2326732,2024-09-09 02:00:00,82981,48,4
2326710,2024-09-09 01:50:00,82147,48,4
2326690,2024-09-09 01:40:00,79826,48,4
2326670,2024-09-09 01:30:00,80143,48,4
2326650,2024-09-09 01:20:00,84353,48,4
2326630,2024-09-09 01:10:00,88225,48,4
2326590,2024-09-09 01:00:00,91208,48,4
2326570,2024-09-09 00:50:00,91950,48,4
2326550,2024-09-09 00:40:00,89596,48,4
2326528,2024-09-09 00:30:00,88922,48,4
2326508,2024-09-09 00:25:00,83450,48,4
2326488,2024-09-09 00:20:00,81066,48,4
2326468,2024-09-09 00:15:00,78928,48,4
2326448,2024-09-09 00:10:00,76860,48,4
2326428,2024-09-09 00:05:00,73524,48,4
2326393,2024-09-08 23:55:00,71115,48,4
2326373,2024-09-08 23:50:00,69710,48,4
2326353,2024-09-08 23:45:00,66591,48,4
2326335,2024-09-08 23:40:00,66601,48,4
2326315,2024-09-08 23:30:00,67195,48,4
2326295,2024-09-08 23:20:00,63456,48,4
2326275,2024-09-08 23:15:00,61459,48,4
2326253,2024-09-08 23:10:00,59857,48,4
2326233,2024-09-08 23:05:00,58462,48,4
2326190,2024-09-08 23:00:00,60303,48,4
2326173,2024-09-08 22:55:00,62189,48,4
2326155,2024-09-08 22:50:00,65310,48,4
2326135,2024-09-08 22:40:00,65777,48,4
2326117,2024-09-08 22:30:00,66825,48,4
2326095,2024-09-08 22:20:00,71842,48,4
2326075,2024-09-08 22:10:00,74679,48,4
2326035,2024-09-08 22:00:00,70607,48,4
2326015,2024-09-08 21:50:00,72007,48,4
2325993,2024-09-08 21:40:00,63535,48,4
2325973,2024-09-08 21:35:00,66060,48,4
2325953,2024-09-08 21:30:00,73052,48,4
2325933,2024-09-08 21:25:00,75009,48,4
2325913,2024-09-08 21:20:00,71502,48,4
2325893,2024-09-08 21:15:00,71031,48,4
2325875,2024-09-08 21:10:00,69802,48,4
2325852,2024-09-08 21:05:00,71328,48,4
2325811,2024-09-08 21:00:00,75241,48,4
2325790,2024-09-08 20:55:00,75419,48,4
2325770,2024-09-08 20:50:00,72979,48,4
2325749,2024-09-08 20:45:00,74491,48,4
2325729,2024-09-08 20:40:00,77259,48,4
2325708,2024-09-08 20:35:00,80685,48,4
2325686,2024-09-08 20:30:00,82792,48,4
2325667,2024-09-08 20:25:00,83315,48,4
2325643,2024-09-08 20:20:00,84322,48,4
2325621,2024-09-08 20:15:00,88717,48,4
2325599,2024-09-08 20:10:00,93873,48,4
2325579,2024-09-08 20:05:00,100246,48,4
2325535,2024-09-08 20:00:00,107296,48,4
2325513,2024-09-08 19:55:00,109918,48,4
2325491,2024-09-08 19:50:00,115359,48,4
2325469,2024-09-08 19:45:00,116622,48,4
2325447,2024-09-08 19:40:00,122287,48,4
2325425,2024-09-08 19:35:00,122687,48,4
2325403,2024-09-08 19:30:00,125906,48,4
2325381,2024-09-08 19:25:00,125780,48,4
2325359,2024-09-08 19:20:00,124933,48,4
2325337,2024-09-08 19:15:00,124217,48,4
2325315,2024-09-08 19:10:00,124125,48,4
2325293,2024-09-08 19:05:00,126524,48,4
2325252,2024-09-08 19:00:00,121999,48,4
2325231,2024-09-08 18:55:00,121276,48,4
2325211,2024-09-08 18:50:00,116410,48,4
2325187,2024-09-08 18:45:00,110221,48,4
2325165,2024-09-08 18:40:00,101844,48,4
2325140,2024-09-08 18:35:00,94506,48,4
2325118,2024-09-08 18:30:00,89940,48,4
2325099,2024-09-08 18:25:00,85592,48,4
2325078,2024-09-08 18:20:00,78498,48,4
2325057,2024-09-08 18:15:00,71861,48,4
2325037,2024-09-08 18:10:00,69264,48,4
2325017,2024-09-08 18:05:00,66136,48,4
2324977,2024-09-08 18:00:00,66366,48,4
2324956,2024-09-08 17:55:00,64492,48,4
2324936,2024-09-08 17:50:00,64902,48,4
2324917,2024-09-08 17:45:00,66194,48,4
2324894,2024-09-08 17:40:00,67095,48,4
2324869,2024-09-08 17:35:00,67478,48,4
2324850,2024-09-08 17:30:00,72589,48,4
2324828,2024-09-08 17:25:00,74995,48,4
2324806,2024-09-08 17:20:00,75955,48,4
2324784,2024-09-08 17:15:00,78537,48,4
2324759,2024-09-08 17:10:00,82297,48,4
2324737,2024-09-08 17:05:00,83429,48,4
2324695,2024-09-08 17:00:00,83414,48,4
2324676,2024-09-08 16:55:00,89270,48,4
2324651,2024-09-08 16:50:00,101620,48,4
2324632,2024-09-08 16:45:00,101477,48,4
2324610,2024-09-08 16:40:00,106864,48,4
2324588,2024-09-08 16:35:00,100322,48,4
2324566,2024-09-08 16:30:00,103546,48,4
2324544,2024-09-08 16:25:00,106019,48,4
2324522,2024-09-08 16:20:00,104842,48,4
2324502,2024-09-08 16:15:00,105588,48,4
2324478,2024-09-08 16:10:00,104856,48,4
2324456,2024-09-08 16:05:00,106901,48,4
2324414,2024-09-08 16:00:00,106105,48,4
2324392,2024-09-08 15:55:00,108658,48,4
2324370,2024-09-08 15:50:00,116687,48,4
2324348,2024-09-08 15:45:00,119167,48,4
2324326,2024-09-08 15:40:00,118443,48,4
2324304,2024-09-08 15:35:00,118594,48,4
2324282,2024-09-08 15:30:00,123443,48,4
2324260,2024-09-08 15:25:00,134319,48,4
2324238,2024-09-08 15:20:00,151817,48,4
2324216,2024-09-08 15:15:00,140342,48,4
2324194,2024-09-08 15:10:00,134912,48,4
2324172,2024-09-08 15:05:00,131211,48,4
2324130,2024-09-08 15:00:00,124228,48,4
2324110,2024-09-08 14:55:00,123180,48,4
2324086,2024-09-08 14:50:00,119983,48,4
2324064,2024-09-08 14:45:00,117641,48,4
2324042,2024-09-08 14:40:00,120371,48,4
2324022,2024-09-08 14:35:00,118044,48,4
2323998,2024-09-08 14:30:00,119660,48,4
2323976,2024-09-08 14:25:00,118863,48,4
2323954,2024-09-08 14:20:00,120859,48,4
2323932,2024-09-08 14:15:00,123660,48,4
2323913,2024-09-08 14:10:00,125368,48,4
2323892,2024-09-08 14:05:00,127040,48,4
2323848,2024-09-08 14:00:00,130362,48,4
2323829,2024-09-08 13:55:00,131442,48,4
2323806,2024-09-08 13:50:00,134784,48,4
2323788,2024-09-08 13:45:00,137835,48,4
2323766,2024-09-08 13:40:00,141681,48,4
2323748,2024-09-08 13:35:00,145354,48,4
2323728,2024-09-08 13:30:00,148709,48,4
2323708,2024-09-08 13:20:00,153523,48,4
2323685,2024-09-08 13:10:00,161696,48,4
2323648,2024-09-08 13:00:00,168687,48,3
2323628,2024-09-08 12:50:00,173352,48,3
2323610,2024-09-08 12:40:00,178531,48,3
2323590,2024-09-08 12:30:00,182938,48,3
2323568,2024-09-08 12:20:00,186403,48,3
2323550,2024-09-08 12:10:00,189553,48,2
2320798,2024-09-06 16:10:00,195992,49,0
2320758,2024-09-06 16:00:00,195992,49,0
2320735,2024-09-06 15:50:00,195887,49,0
2320720,2024-09-06 15:40:00,195916,49,0
2320700,2024-09-06 15:30:00,195700,49,0
2320678,2024-09-06 15:20:00,195437,49,0
2320658,2024-09-06 15:10:00,195205,49,0
2320618,2024-09-06 15:00:00,195081,49,1
2320600,2024-09-06 14:50:00,195082,49,1
2320580,2024-09-06 14:40:00,195217,49,0
2320558,2024-09-06 14:30:00,194960,49,1
2320538,2024-09-06 14:20:00,194890,49,1
2320518,2024-09-06 14:10:00,194445,49,1
2320496,2024-09-06 14:05:00,193659,49,1
2320456,2024-09-06 14:00:00,193626,49,1
2320436,2024-09-06 13:55:00,189646,49,2
2320416,2024-09-06 13:50:00,188964,49,2
2320395,2024-09-06 13:45:00,188209,49,2
2320376,2024-09-06 13:40:00,187761,49,2
2320356,2024-09-06 13:30:00,183097,49,3
2320333,2024-09-06 13:20:00,181328,49,3
2320316,2024-09-06 13:10:00,178442,49,3
2320276,2024-09-06 13:00:00,177739,49,3
2320256,2024-09-06 12:50:00,176710,49,3
2320234,2024-09-06 12:45:00,177088,49,3
2320216,2024-09-06 12:40:00,176602,49,3
2320194,2024-09-06 12:35:00,176425,49,3
2320174,2024-09-06 12:30:00,176450,49,3
2320155,2024-09-06 12:25:00,176072,49,3
2320133,2024-09-06 12:20:00,176338,49,3
2320113,2024-09-06 12:15:00,175825,49,3
2320095,2024-09-06 12:10:00,176299,49,3
2320054,2024-09-06 12:00:00,174905,49,3
2320034,2024-09-06 11:50:00,173484,49,3
2320014,2024-09-06 11:45:00,173340,49,3
2319994,2024-09-06 11:40:00,173352,49,3
2319972,2024-09-06 11:35:00,172709,49,3
2319956,2024-09-06 11:30:00,172074,49,3
2319934,2024-09-06 11:20:00,171488,49,3
2319916,2024-09-06 11:10:00,171538,49,3
2319874,2024-09-06 11:00:00,171174,49,3
2319854,2024-09-06 10:50:00,171162,49,3
2319834,2024-09-06 10:40:00,170896,49,3
2319816,2024-09-06 10:30:00,171439,49,3
2319794,2024-09-06 10:20:00,171745,49,3
2319774,2024-09-06 10:10:00,172057,49,3
2319734,2024-09-06 10:00:00,173197,49,3
2319716,2024-09-06 09:50:00,175051,49,3
2319694,2024-09-06 09:40:00,177000,49,3
2319674,2024-09-06 09:30:00,178080,49,3
2319656,2024-09-06 09:20:00,179235,49,3
2319634,2024-09-06 09:10:00,180338,49,3
2319594,2024-09-06 09:00:00,182049,49,3
2319572,2024-09-06 08:50:00,183695,49,3
2319552,2024-09-06 08:45:00,183776,49,3
2319532,2024-09-06 08:40:00,184333,49,3
2319514,2024-09-06 08:35:00,184522,49,3
2319492,2024-09-06 08:30:00,184706,49,3
2319472,2024-09-06 08:25:00,184794,49,3
2319452,2024-09-06 08:20:00,185096,49,3
2319433,2024-09-06 08:10:00,185111,49,3
2319391,2024-09-06 08:00:00,184873,49,3
2319373,2024-09-06 07:50:00,184861,49,3
2319351,2024-09-06 07:40:00,185501,49,3
2319333,2024-09-06 07:30:00,185200,49,3
2319311,2024-09-06 07:20:00,185223,49,3
2319293,2024-09-06 07:10:00,184047,49,3
2319251,2024-09-06 07:00:00,183117,49,3
2319233,2024-09-06 06:50:00,182686,49,3
2319213,2024-09-06 06:40:00,182597,49,3
2319193,2024-09-06 06:30:00,182615,49,3
2319173,2024-09-06 06:20:00,183549,49,3
2319155,2024-09-06 06:10:00,183281,49,3
2319113,2024-09-06 06:00:00,183346,49,3
2319093,2024-09-06 05:50:00,183765,49,3
2319073,2024-09-06 05:40:00,184240,49,3
2319053,2024-09-06 05:30:00,184694,49,3
2319030,2024-09-06 05:20:00,185990,49,3
2319010,2024-09-06 05:10:00,185437,49,3
2318975,2024-09-06 05:00:00,184209,49,3
2318955,2024-09-06 04:50:00,183161,49,3
2318933,2024-09-06 04:40:00,181318,49,3
2318913,2024-09-06 04:30:00,180866,49,3
2318893,2024-09-06 04:20:00,179809,49,3
2318873,2024-09-06 04:10:00,179047,49,3
2318833,2024-09-06 04:00:00,177035,49,3
2318813,2024-09-06 03:50:00,174133,49,3
2318793,2024-09-06 03:40:00,172048,49,3
2318773,2024-09-06 03:30:00,169609,49,3
2318753,2024-09-06 03:20:00,167414,49,4
2318733,2024-09-06 03:10:00,165022,49,4
2318693,2024-09-06 03:00:00,164894,49,4
2318670,2024-09-06 02:50:00,166635,49,4
2318653,2024-09-06 02:40:00,167105,49,4
2318633,2024-09-06 02:30:00,168951,49,3
2318610,2024-09-06 02:20:00,169394,49,3
2318590,2024-09-06 02:10:00,168825,49,3
2318550,2024-09-06 02:00:00,167728,49,4
2318533,2024-09-06 01:50:00,188158,49,2
2318513,2024-09-06 01:40:00,186575,49,3
2318495,2024-09-06 01:30:00,188093,49,2
2318470,2024-09-06 01:20:00,189490,49,2
2318453,2024-09-06 01:10:00,188911,49,2
2318413,2024-09-06 01:00:00,186122,49,3
2318390,2024-09-06 00:50:00,185469,49,3
2318373,2024-09-06 00:40:00,183483,49,3
2318353,2024-09-06 00:30:00,181209,49,3
2318330,2024-09-06 00:20:00,177138,49,3
2318313,2024-09-06 00:10:00,174275,49,3
2318293,2024-09-06 00:00:00,170703,49,3
2318276,2024-09-05 23:50:00,168449,49,3
2318256,2024-09-05 23:40:00,167106,49,4
2318236,2024-09-05 23:30:00,167571,49,4
2318216,2024-09-05 23:20:00,166994,49,4
2318196,2024-09-05 23:10:00,162570,49,4
2318156,2024-09-05 23:00:00,158285,49,4
2318136,2024-09-05 22:50:00,155358,49,4
2318116,2024-09-05 22:40:00,155228,49,4
2318096,2024-09-05 22:30:00,155907,49,4
2318076,2024-09-05 22:20:00,155955,49,4
2318058,2024-09-05 22:10:00,155423,49,4
2318016,2024-09-05 22:00:00,156065,49,4
2317996,2024-09-05 21:50:00,156712,49,4
2317976,2024-09-05 21:40:00,154426,49,4
2317956,2024-09-05 21:30:00,150999,49,4
2317936,2024-09-05 21:20:00,149510,49,4
2317916,2024-09-05 21:10:00,147136,49,4
2317876,2024-09-05 21:00:00,141448,49,4
2317856,2024-09-05 20:50:00,136892,49,4
2317836,2024-09-05 20:40:00,133547,49,4
2317813,2024-09-05 20:30:00,128611,49,4
2317796,2024-09-05 20:20:00,125752,49,4
2317776,2024-09-05 20:10:00,122268,49,4
2317734,2024-09-05 20:00:00,114656,49,4
2317714,2024-09-05 19:55:00,113502,49,4
2317694,2024-09-05 19:50:00,112842,49,4
2317674,2024-09-05 19:45:00,111602,49,4
2317654,2024-09-05 19:40:00,111157,49,4
2317631,2024-09-05 19:35:00,109689,49,4
2317614,2024-09-05 19:30:00,107954,49,4
2317593,2024-09-05 19:25:00,106214,49,4
2317573,2024-09-05 19:20:00,104193,49,4
2317549,2024-09-05 19:15:00,105503,49,4
2317530,2024-09-05 19:10:00,106791,49,4
2317508,2024-09-05 19:05:00,108260,49,4
2317466,2024-09-05 19:00:00,109795,49,4
2317445,2024-09-05 18:55:00,110896,49,4
2317425,2024-09-05 18:50:00,113734,49,4
2317401,2024-09-05 18:45:00,112259,49,4
2317381,2024-09-05 18:40:00,112262,49,4
2317354,2024-09-05 18:35:00,112634,49,4
2317335,2024-09-05 18:30:00,112628,49,4
2317310,2024-09-05 18:25:00,116931,49,4
2317291,2024-09-05 18:20:00,117456,49,4
2317266,2024-09-05 18:15:00,118421,49,4
2317247,2024-09-05 18:10:00,120052,49,4
2317225,2024-09-05 18:05:00,134600,49,4
2317184,2024-09-05 18:00:00,137624,49,4
2317162,2024-09-05 17:55:00,127562,49,4
2317137,2024-09-05 17:50:00,123212,49,4
2317118,2024-09-05 17:45:00,122829,49,4
2317096,2024-09-05 17:40:00,128998,49,4
2317074,2024-09-05 17:35:00,127916,49,4
2317052,2024-09-05 17:30:00,130517,49,4
2317030,2024-09-05 17:25:00,130789,49,4
2317008,2024-09-05 17:20:00,136711,49,4
2316986,2024-09-05 17:15:00,139001,49,4
2316964,2024-09-05 17:10:00,141067,49,4
2316942,2024-09-05 17:05:00,142248,49,4
2316900,2024-09-05 17:00:00,141507,49,4
2316878,2024-09-05 16:55:00,141850,49,4
2316856,2024-09-05 16:50:00,142982,49,4
2316834,2024-09-05 16:45:00,146367,49,4
2316812,2024-09-05 16:40:00,147705,49,4
2316790,2024-09-05 16:35:00,149241,49,4
2316768,2024-09-05 16:30:00,154233,49,4
2316746,2024-09-05 16:25:00,156645,49,4
2316724,2024-09-05 16:20:00,159401,49,4
2316702,2024-09-05 16:15:00,160622,49,4
2316677,2024-09-05 16:10:00,161139,49,4
2316658,2024-09-05 16:05:00,161112,49,4
2316616,2024-09-05 16:00:00,162064,49,4
2316594,2024-09-05 15:55:00,161113,49,4
2316574,2024-09-05 15:50:00,159610,49,4
2316550,2024-09-05 15:45:00,159871,49,4
2316528,2024-09-05 15:40:00,161109,49,4
2316506,2024-09-05 15:35:00,161611,49,4
2316484,2024-09-05 15:30:00,161829,49,4
2316462,2024-09-05 15:25:00,163077,49,4
2316440,2024-09-05 15:20:00,159841,49,4
2316418,2024-09-05 15:15:00,161511,49,4
2316396,2024-09-05 15:10:00,159926,49,4
2316374,2024-09-05 15:05:00,159006,49,4
2316332,2024-09-05 15:00:00,159994,49,4
2316310,2024-09-05 14:55:00,159772,49,4
2316288,2024-09-05 14:50:00,161096,49,4
2316266,2024-09-05 14:45:00,160882,49,4
2316241,2024-09-05 14:40:00,160215,49,4
2316222,2024-09-05 14:35:00,161202,49,4
2316200,2024-09-05 14:30:00,160565,49,4
2316180,2024-09-05 14:25:00,161234,49,4
