id,date_time,not_rain_pxl
2310044,2024-09-03 15:50:00,194939
2310024,2024-09-03 15:40:00,194587
2310004,2024-09-03 15:30:00,194060
2309982,2024-09-03 15:20:00,193253
2309962,2024-09-03 15:15:00,192989
2309944,2024-09-03 15:10:00,192798
2309919,2024-09-03 15:05:00,192724
2309882,2024-09-03 15:00:00,192452
2309862,2024-09-03 14:55:00,192058
2309840,2024-09-03 14:50:00,191459
2309820,2024-09-03 14:45:00,190889
2309800,2024-09-03 14:40:00,190376
2309780,2024-09-03 14:35:00,190019
2309760,2024-09-03 14:30:00,189718
2309740,2024-09-03 14:25:00,188906
2309720,2024-09-03 14:20:00,187949
2309700,2024-09-03 14:15:00,187157
2309678,2024-09-03 14:10:00,185759
2309656,2024-09-03 14:05:00,185051
2309614,2024-09-03 14:00:00,185119
2309593,2024-09-03 13:55:00,184857
2309571,2024-09-03 13:50:00,184488
2309550,2024-09-03 13:45:00,184110
2309528,2024-09-03 13:40:00,183695
2309506,2024-09-03 13:35:00,183874
2309484,2024-09-03 13:30:00,183970
2309462,2024-09-03 13:25:00,184057
2309437,2024-09-03 13:20:00,184436
2309418,2024-09-03 13:15:00,184716
2309396,2024-09-03 13:10:00,185428
2309374,2024-09-03 13:05:00,186177
2309329,2024-09-03 13:00:00,187155
2309307,2024-09-03 12:55:00,187473
2309290,2024-09-03 12:50:00,187652
2309268,2024-09-03 12:45:00,187705
2309244,2024-09-03 12:40:00,187798
2309224,2024-09-03 12:35:00,187647
2309200,2024-09-03 12:30:00,187115
2309178,2024-09-03 12:25:00,187063
2309158,2024-09-03 12:20:00,186986
2309131,2024-09-03 12:15:00,187131
2309112,2024-09-03 12:10:00,187458
2309090,2024-09-03 12:05:00,188527
2309048,2024-09-03 12:00:00,189176
2309023,2024-09-03 11:55:00,189642
2309004,2024-09-03 11:50:00,189829
2308982,2024-09-03 11:45:00,190208
2308960,2024-09-03 11:40:00,190256
2308938,2024-09-03 11:35:00,190377
2308918,2024-09-03 11:30:00,190465
2308894,2024-09-03 11:25:00,190498
2308872,2024-09-03 11:20:00,190508
2308850,2024-09-03 11:15:00,190919
2308828,2024-09-03 11:10:00,191086
2308808,2024-09-03 11:05:00,191538
2308768,2024-09-03 11:00:00,192027
2308750,2024-09-03 10:55:00,192431
2308728,2024-09-03 10:50:00,192650
2308708,2024-09-03 10:45:00,192959
2308690,2024-09-03 10:40:00,193214
2308666,2024-09-03 10:35:00,193860
2308645,2024-09-03 10:30:00,194047
2308625,2024-09-03 10:25:00,194036
2308601,2024-09-03 10:20:00,194236
2308583,2024-09-03 10:15:00,194135
2308563,2024-09-03 10:10:00,194424
2307724,2024-09-02 20:10:00,195982
2307684,2024-09-02 20:00:00,195982
2307666,2024-09-02 19:50:00,196045
2307644,2024-09-02 19:40:00,195790
2307626,2024-09-02 19:30:00,194949
2307604,2024-09-02 19:20:00,194070
2307584,2024-09-02 19:10:00,192806
2307542,2024-09-02 19:00:00,192074
2307522,2024-09-02 18:55:00,191327
2307502,2024-09-02 18:50:00,190941
2307482,2024-09-02 18:45:00,190859
2307462,2024-09-02 18:40:00,190557
2307442,2024-09-02 18:35:00,190015
2307422,2024-09-02 18:30:00,189517
2307399,2024-09-02 18:25:00,189213
2307377,2024-09-02 18:20:00,188987
2307359,2024-09-02 18:15:00,189597
2307337,2024-09-02 18:10:00,189280
2307316,2024-09-02 18:05:00,189255
2307275,2024-09-02 18:00:00,188383
2307254,2024-09-02 17:55:00,187425
2307234,2024-09-02 17:50:00,186526
2307213,2024-09-02 17:45:00,186234
2307192,2024-09-02 17:40:00,186213
2307170,2024-09-02 17:35:00,185971
2307148,2024-09-02 17:30:00,184866
2307123,2024-09-02 17:25:00,183942
2307104,2024-09-02 17:20:00,182587
2307082,2024-09-02 17:15:00,181045
2307060,2024-09-02 17:10:00,179692
2307038,2024-09-02 17:05:00,178620
2306996,2024-09-02 17:00:00,178646
2306977,2024-09-02 16:55:00,178990
2306953,2024-09-02 16:50:00,179168
2306931,2024-09-02 16:45:00,179642
2306909,2024-09-02 16:40:00,179277
2306889,2024-09-02 16:35:00,179899
2306867,2024-09-02 16:30:00,181125
2306847,2024-09-02 16:25:00,181604
2306827,2024-09-02 16:20:00,181961
2306807,2024-09-02 16:15:00,180726
2306783,2024-09-02 16:10:00,179576
2306761,2024-09-02 16:05:00,178466
2306719,2024-09-02 16:00:00,177679
2306697,2024-09-02 15:55:00,176688
2306675,2024-09-02 15:50:00,176469
2306653,2024-09-02 15:45:00,176209
2306631,2024-09-02 15:40:00,176887
2306609,2024-09-02 15:35:00,177335
2306587,2024-09-02 15:30:00,177650
2306565,2024-09-02 15:25:00,177850
2306543,2024-09-02 15:20:00,178036
2306521,2024-09-02 15:15:00,178404
2306499,2024-09-02 15:10:00,178870
2306477,2024-09-02 15:05:00,178161
2306435,2024-09-02 15:00:00,177688
2306413,2024-09-02 14:55:00,176990
2306388,2024-09-02 14:50:00,176339
2306371,2024-09-02 14:45:00,177045
2306347,2024-09-02 14:40:00,177712
2306322,2024-09-02 14:35:00,178307
2306303,2024-09-02 14:30:00,179255
2306281,2024-09-02 14:25:00,180645
2306261,2024-09-02 14:20:00,180773
2306237,2024-09-02 14:15:00,181491
2306215,2024-09-02 14:10:00,182036
2306193,2024-09-02 14:05:00,183309
2306151,2024-09-02 14:00:00,183481
2306129,2024-09-02 13:55:00,184090
2306107,2024-09-02 13:50:00,184727
2306085,2024-09-02 13:45:00,185193
2306063,2024-09-02 13:40:00,185456
2306041,2024-09-02 13:35:00,185773
2306019,2024-09-02 13:30:00,185943
2305999,2024-09-02 13:25:00,186477
2305975,2024-09-02 13:20:00,186680
2305933,2024-09-02 10:30:00,194410
2305913,2024-09-02 10:20:00,194992
2305893,2024-09-02 10:10:00,195455
2305851,2024-09-02 10:00:00,195853
2305833,2024-09-02 09:50:00,196089
2305813,2024-09-02 09:40:00,196149
2305793,2024-09-02 09:30:00,196157
2305771,2024-09-02 09:20:00,196153
2305753,2024-09-02 09:10:00,196153
2305711,2024-09-02 09:00:00,196144
2305693,2024-09-02 08:50:00,196147
2305673,2024-09-02 08:40:00,196149
2305651,2024-09-02 08:30:00,196151
2305631,2024-09-02 08:20:00,196148
2305613,2024-09-02 08:10:00,196148
2305573,2024-09-02 08:00:00,196153
2305553,2024-09-02 07:50:00,196156
2305533,2024-09-02 07:40:00,196158
2305511,2024-09-02 07:30:00,196158
2305491,2024-09-02 07:20:00,196147
2305471,2024-09-02 07:10:00,196144
2305428,2024-09-02 07:00:00,196158
2305408,2024-09-02 06:50:00,196158
2305391,2024-09-02 06:40:00,196139
2305368,2024-09-02 06:30:00,196150
2305351,2024-09-02 06:20:00,196152
2305331,2024-09-02 06:10:00,196158
2305291,2024-09-02 06:00:00,196149
2305271,2024-09-02 05:50:00,196157
2305251,2024-09-02 05:40:00,196158
2305228,2024-09-02 05:30:00,196157
2305211,2024-09-02 05:20:00,196153
2305191,2024-09-02 05:10:00,196158
2305148,2024-09-02 05:00:00,196157
2305131,2024-09-02 04:50:00,196151
2305113,2024-09-02 04:40:00,196157
2305091,2024-09-02 04:30:00,196158
2305071,2024-09-02 04:20:00,196157
2305051,2024-09-02 04:10:00,196158
2305013,2024-09-02 04:00:00,196158
2304991,2024-09-02 03:50:00,196158
2304971,2024-09-02 03:40:00,196158
2304951,2024-09-02 03:30:00,196158
2304931,2024-09-02 03:20:00,196158
2304911,2024-09-02 03:10:00,196158
2304871,2024-09-02 03:00:00,196155
2304851,2024-09-02 02:50:00,196154
2304831,2024-09-02 02:40:00,196156
2304813,2024-09-02 02:30:00,196144
2304791,2024-09-02 02:20:00,196154
2304771,2024-09-02 02:10:00,196156
2304731,2024-09-02 02:00:00,196156
2304711,2024-09-02 01:50:00,196156
2304691,2024-09-02 01:40:00,196153
2304671,2024-09-02 01:30:00,196146
2304651,2024-09-02 01:20:00,196147
2304631,2024-09-02 01:10:00,196154
2304588,2024-09-02 01:00:00,196158
2304571,2024-09-02 00:50:00,196158
2304551,2024-09-02 00:40:00,196158
2304531,2024-09-02 00:30:00,196157
2304511,2024-09-02 00:20:00,196154
2304458,2024-09-01 23:50:00,196158
2304436,2024-09-01 23:40:00,196153
2304416,2024-09-01 23:30:00,196157
2304398,2024-09-01 23:20:00,196151
2304378,2024-09-01 23:10:00,196157
2304336,2024-09-01 23:00:00,196150
2304316,2024-09-01 22:50:00,196158
2304298,2024-09-01 22:40:00,196156
2303991,2024-09-01 18:00:00,195918
2303974,2024-09-01 17:55:00,195595
2303954,2024-09-01 17:50:00,195511
2303934,2024-09-01 17:45:00,195529
2303911,2024-09-01 17:40:00,195600
2303894,2024-09-01 17:35:00,195423
2303873,2024-09-01 17:30:00,195373
2303852,2024-09-01 17:25:00,195445
2303832,2024-09-01 17:20:00,195397
2303812,2024-09-01 17:15:00,195406
2303792,2024-09-01 17:10:00,195363
2303771,2024-09-01 17:05:00,195301
2303730,2024-09-01 17:00:00,195165
2303709,2024-09-01 16:55:00,195112
2303690,2024-09-01 16:50:00,194975
2303668,2024-09-01 16:45:00,194909
2303648,2024-09-01 16:40:00,194911
2303628,2024-09-01 16:35:00,194936
2303610,2024-09-01 16:30:00,194983
2303588,2024-09-01 16:25:00,195013
2303568,2024-09-01 16:20:00,195121
2303546,2024-09-01 16:15:00,195112
2303527,2024-09-01 16:10:00,195048
2303505,2024-09-01 16:05:00,194978
2303462,2024-09-01 16:00:00,194882
2303441,2024-09-01 15:55:00,194720
2303423,2024-09-01 15:50:00,195068
2303401,2024-09-01 15:45:00,195039
2303381,2024-09-01 15:40:00,195100
2303363,2024-09-01 15:35:00,195186
2303341,2024-09-01 15:30:00,195303
2303321,2024-09-01 15:25:00,195205
2303301,2024-09-01 15:20:00,195104
2303281,2024-09-01 15:15:00,195113
2303261,2024-09-01 15:10:00,195187
2303241,2024-09-01 15:05:00,195067
2303201,2024-09-01 15:00:00,195033
2303181,2024-09-01 14:55:00,195005
2303161,2024-09-01 14:50:00,195012
2303136,2024-09-01 14:45:00,194828
2303119,2024-09-01 14:40:00,194550
2303095,2024-09-01 14:35:00,194309
2303075,2024-09-01 14:30:00,194198
2303055,2024-09-01 14:25:00,194173
2303037,2024-09-01 14:20:00,194107
2303014,2024-09-01 14:15:00,194101
2302993,2024-09-01 14:10:00,193852
2302975,2024-09-01 14:05:00,193863
2302933,2024-09-01 14:00:00,193905
2302913,2024-09-01 13:55:00,193622
2302891,2024-09-01 13:50:00,193644
2302871,2024-09-01 13:45:00,193669
2302849,2024-09-01 13:40:00,193646
2302829,2024-09-01 13:35:00,193619
2302807,2024-09-01 13:30:00,193733
2302785,2024-09-01 13:20:00,193668
2302765,2024-09-01 13:15:00,193720
2302742,2024-09-01 13:10:00,193703
2302725,2024-09-01 13:05:00,193694
2302686,2024-09-01 13:00:00,193762
2302666,2024-09-01 12:50:00,193596
2302644,2024-09-01 12:45:00,193625
2302624,2024-09-01 12:40:00,193757
2302606,2024-09-01 12:35:00,193758
2302584,2024-09-01 12:30:00,193863
2302564,2024-09-01 12:25:00,194014
2302544,2024-09-01 12:20:00,194085
2302524,2024-09-01 12:15:00,194014
2302503,2024-09-01 12:10:00,194134
2302481,2024-09-01 12:05:00,193997
2302439,2024-09-01 12:00:00,193936
2302419,2024-09-01 11:55:00,194083
2302398,2024-09-01 11:50:00,194278
2302376,2024-09-01 11:45:00,194357
2302356,2024-09-01 11:40:00,194348
2302332,2024-09-01 11:35:00,194313
2302310,2024-09-01 11:30:00,194439
2302288,2024-09-01 11:25:00,194492
2302268,2024-09-01 11:20:00,194768
2302245,2024-09-01 11:15:00,194788
2302225,2024-09-01 11:10:00,194784
2301152,2024-08-31 17:10:00,196082
2301110,2024-08-31 17:00:00,195714
2301090,2024-08-31 16:55:00,195823
2301070,2024-08-31 16:50:00,195445
2301050,2024-08-31 16:45:00,195313
2301030,2024-08-31 16:40:00,195206
2301008,2024-08-31 16:35:00,195280
2300988,2024-08-31 16:30:00,195304
2300968,2024-08-31 16:25:00,195309
2300948,2024-08-31 16:20:00,195132
2300928,2024-08-31 16:15:00,195021
2300905,2024-08-31 16:10:00,195090
2300885,2024-08-31 16:05:00,195061
2300845,2024-08-31 16:00:00,194807
2300827,2024-08-31 15:55:00,194729
2300805,2024-08-31 15:50:00,194585
2300787,2024-08-31 15:45:00,194526
2300765,2024-08-31 15:40:00,194675
2300745,2024-08-31 15:35:00,194787
2300727,2024-08-31 15:30:00,194774
2300707,2024-08-31 15:25:00,195024
2300686,2024-08-31 15:20:00,195036
2300664,2024-08-31 15:15:00,194837
2300640,2024-08-31 15:10:00,194542
2300618,2024-08-31 15:05:00,194215
2300578,2024-08-31 15:00:00,194261
2300560,2024-08-31 14:55:00,194378
2300539,2024-08-31 14:50:00,194521
2300517,2024-08-31 14:45:00,194653
2300496,2024-08-31 14:40:00,194797
2299424,2024-08-30 20:30:00,196131
2299402,2024-08-30 20:20:00,196096
2299382,2024-08-30 20:10:00,196038
2299342,2024-08-30 20:00:00,195552
2299324,2024-08-30 19:50:00,195130
2299302,2024-08-30 19:40:00,195043
2299282,2024-08-30 19:30:00,194846
2299264,2024-08-30 19:20:00,194842
2299242,2024-08-30 19:10:00,194905
2299200,2024-08-30 19:00:00,194794
2299182,2024-08-30 18:55:00,194433
2299160,2024-08-30 18:50:00,194509
2299140,2024-08-30 18:45:00,194385
2299120,2024-08-30 18:40:00,194224
2299100,2024-08-30 18:35:00,194433
2299080,2024-08-30 18:30:00,194681
2299057,2024-08-30 18:25:00,194759
2299037,2024-08-30 18:20:00,194639
2299015,2024-08-30 18:15:00,194677
2298992,2024-08-30 18:10:00,194380
2298973,2024-08-30 18:05:00,194191
2298932,2024-08-30 18:00:00,194115
2298911,2024-08-30 17:55:00,193969
2298889,2024-08-30 17:50:00,193762
2298865,2024-08-30 17:45:00,193860
2298843,2024-08-30 17:40:00,194024
2298821,2024-08-30 17:35:00,194073
2298799,2024-08-30 17:30:00,194069
2298779,2024-08-30 17:25:00,194136
2298755,2024-08-30 17:20:00,194256
2298733,2024-08-30 17:15:00,194233
2298711,2024-08-30 17:10:00,194284
2298691,2024-08-30 17:05:00,194165
2298647,2024-08-30 17:00:00,194000
2298627,2024-08-30 16:55:00,193895
2298606,2024-08-30 16:50:00,194008
2298584,2024-08-30 16:45:00,193919
2298560,2024-08-30 16:40:00,194031
2298538,2024-08-30 16:35:00,194314
2298516,2024-08-30 16:30:00,194430
2298497,2024-08-30 16:25:00,194516
2298475,2024-08-30 16:20:00,194487
2298455,2024-08-30 16:15:00,194452
2298437,2024-08-30 16:10:00,194424
2298398,2024-08-30 16:00:00,194318
2298376,2024-08-30 15:50:00,194442
2298356,2024-08-30 15:40:00,194513
2298338,2024-08-30 15:30:00,194525
2298316,2024-08-30 15:20:00,194699
2298296,2024-08-30 15:10:00,195060
2298256,2024-08-30 15:00:00,195222
2298236,2024-08-30 14:50:00,195246
2298214,2024-08-30 14:40:00,194611
2298194,2024-08-30 14:35:00,194442
2298174,2024-08-30 14:30:00,194282
2298154,2024-08-30 14:25:00,193894
2298134,2024-08-30 14:20:00,193528
2298112,2024-08-30 14:15:00,193310
2298090,2024-08-30 14:10:00,193250
2298068,2024-08-30 14:05:00,193130
2298026,2024-08-30 14:00:00,193104
2298004,2024-08-30 13:55:00,193300
2297982,2024-08-30 13:50:00,193379
2297962,2024-08-30 13:45:00,193515
2297940,2024-08-30 13:40:00,193596
2297918,2024-08-30 13:35:00,193515
2297894,2024-08-30 13:30:00,193310
2297872,2024-08-30 13:25:00,193282
2297852,2024-08-30 13:20:00,193496
2297828,2024-08-30 13:15:00,193557
2297806,2024-08-30 13:10:00,193582
2297781,2024-08-30 13:05:00,193599
2297742,2024-08-30 13:00:00,193791
2297720,2024-08-30 12:55:00,193860
2297702,2024-08-30 12:50:00,193832
2297680,2024-08-30 12:45:00,193948
2297662,2024-08-30 12:40:00,194169
2297641,2024-08-30 12:35:00,194294
2297618,2024-08-30 12:30:00,194258
2297597,2024-08-30 12:25:00,194438
2297578,2024-08-30 12:20:00,194552
2297556,2024-08-30 12:15:00,194765
2297536,2024-08-30 12:10:00,194946
2297517,2024-08-30 12:05:00,194896
2297474,2024-08-30 12:00:00,195037
2297456,2024-08-30 11:55:00,195153
2297434,2024-08-30 11:50:00,195333
2297414,2024-08-30 11:45:00,195549
2297398,2024-08-30 11:40:00,195514
2296504,2024-08-29 20:30:00,196122
2296484,2024-08-29 20:20:00,196153
2296464,2024-08-29 20:10:00,195685
2296424,2024-08-29 20:00:00,195527
2296404,2024-08-29 19:50:00,195363
2296384,2024-08-29 19:40:00,194768
2296364,2024-08-29 19:30:00,194584
2296344,2024-08-29 19:20:00,194602
2296321,2024-08-29 19:10:00,194715
2296284,2024-08-29 19:00:00,194233
2296261,2024-08-29 18:50:00,193794
2296241,2024-08-29 18:40:00,193534
2296222,2024-08-29 18:30:00,193202
2296202,2024-08-29 18:25:00,192834
2296179,2024-08-29 18:20:00,192817
2296159,2024-08-29 18:15:00,192698
2296142,2024-08-29 18:10:00,192895
2296122,2024-08-29 18:05:00,193099
2296082,2024-08-29 18:00:00,193123
2296064,2024-08-29 17:55:00,193595
2296041,2024-08-29 17:50:00,193806
2296020,2024-08-29 17:45:00,194140
2295995,2024-08-29 17:40:00,194120
2295976,2024-08-29 17:35:00,194124
2295956,2024-08-29 17:30:00,194220
2295932,2024-08-29 17:25:00,194422
2295910,2024-08-29 17:20:00,194351
2295888,2024-08-29 17:15:00,194304
2295868,2024-08-29 17:10:00,194477
2295828,2024-08-29 17:00:00,194610
2295808,2024-08-29 16:50:00,194869
2295788,2024-08-29 16:40:00,194995
2295768,2024-08-29 16:30:00,195078
2295748,2024-08-29 16:20:00,195219
2295728,2024-08-29 16:10:00,195289
2295686,2024-08-29 16:00:00,195421
2295666,2024-08-29 15:55:00,195427
2295646,2024-08-29 15:50:00,195262
2295626,2024-08-29 15:45:00,195357
2295606,2024-08-29 15:40:00,195309
2295586,2024-08-29 15:35:00,195263
2295568,2024-08-29 15:30:00,195294
2295546,2024-08-29 15:25:00,195229
2295526,2024-08-29 15:20:00,195154
2295506,2024-08-29 15:15:00,194810
2295486,2024-08-29 15:10:00,194295
2295468,2024-08-29 15:05:00,193877
2295426,2024-08-29 15:00:00,193845
2295402,2024-08-29 14:55:00,193695
2295381,2024-08-29 14:50:00,193360
2295362,2024-08-29 14:45:00,193312
2295340,2024-08-29 14:40:00,193266
2295320,2024-08-29 14:35:00,193478
2295296,2024-08-29 14:30:00,193667
2295276,2024-08-29 14:25:00,193757
2295252,2024-08-29 14:20:00,193787
2295232,2024-08-29 14:15:00,193645
2295210,2024-08-29 14:10:00,193487
2295188,2024-08-29 14:05:00,193252
2295144,2024-08-29 14:00:00,193279
2295124,2024-08-29 13:55:00,193459
2295102,2024-08-29 13:50:00,193483
2295080,2024-08-29 13:45:00,193417
2295058,2024-08-29 13:40:00,193199
2295034,2024-08-29 13:35:00,193027
2295014,2024-08-29 13:30:00,192888
2294990,2024-08-29 13:25:00,192768
2294970,2024-08-29 13:20:00,192763
2294948,2024-08-29 13:15:00,192741
2294926,2024-08-29 13:10:00,192712
2294904,2024-08-29 13:05:00,192711
2294860,2024-08-29 13:00:00,192635
2294838,2024-08-29 12:55:00,192831
2294818,2024-08-29 12:50:00,193059
2294794,2024-08-29 12:45:00,193510
2294769,2024-08-29 12:40:00,193634
2294752,2024-08-29 12:35:00,193713
2294730,2024-08-29 12:30:00,194026
2294708,2024-08-29 12:25:00,194035
2294686,2024-08-29 12:20:00,194165
2294662,2024-08-29 12:15:00,194114
2294640,2024-08-29 12:10:00,194092
2294618,2024-08-29 12:05:00,194219
2294573,2024-08-29 12:00:00,194535
2294554,2024-08-29 11:55:00,194633
2294532,2024-08-29 11:50:00,194753
2294510,2024-08-29 11:45:00,194836
2294491,2024-08-29 11:40:00,194981
2293480,2024-08-28 18:30:00,196137
2293456,2024-08-28 18:20:00,195841
2293433,2024-08-28 18:15:00,195769
2293416,2024-08-28 18:10:00,195701
2293396,2024-08-28 18:05:00,195661
2293356,2024-08-28 18:00:00,195534
2293335,2024-08-28 17:55:00,195604
2293310,2024-08-28 17:50:00,195520
2293293,2024-08-28 17:45:00,195370
2293272,2024-08-28 17:40:00,195241
2293252,2024-08-28 17:35:00,195284
2293232,2024-08-28 17:30:00,195264
2293212,2024-08-28 17:25:00,195079
2293192,2024-08-28 17:20:00,195043
2293172,2024-08-28 17:15:00,195044
2293152,2024-08-28 17:10:00,195259
2293132,2024-08-28 17:05:00,195180
2293092,2024-08-28 17:00:00,195182
2293070,2024-08-28 16:55:00,195129
2293049,2024-08-28 16:50:00,194948
2293027,2024-08-28 16:45:00,194745
2293005,2024-08-28 16:40:00,194680
2292983,2024-08-28 16:35:00,194554
2292958,2024-08-28 16:30:00,194603
2292939,2024-08-28 16:25:00,194648
2292917,2024-08-28 16:20:00,194644
2292895,2024-08-28 16:15:00,194829
2292873,2024-08-28 16:10:00,194784
2292851,2024-08-28 16:05:00,194883
2292809,2024-08-28 16:00:00,194806
2292787,2024-08-28 15:55:00,194913
2292765,2024-08-28 15:50:00,194952
2292743,2024-08-28 15:45:00,195177
2292721,2024-08-28 15:40:00,195322
2292699,2024-08-28 15:35:00,195417
2292677,2024-08-28 15:30:00,195289
2292655,2024-08-28 15:25:00,195064
2292633,2024-08-28 15:20:00,194981
2292613,2024-08-28 15:15:00,194835
2292590,2024-08-28 15:10:00,194580
2292570,2024-08-28 15:05:00,194507
2292525,2024-08-28 15:00:00,194448
2292508,2024-08-28 14:55:00,194439
2292484,2024-08-28 14:50:00,194375
2292462,2024-08-28 14:45:00,194359
2292440,2024-08-28 14:40:00,194370
2292418,2024-08-28 14:35:00,194225
2292396,2024-08-28 14:30:00,194016
2292376,2024-08-28 14:25:00,193685
2292354,2024-08-28 14:20:00,193651
2292332,2024-08-28 14:15:00,193636
2292308,2024-08-28 14:10:00,193613
2292286,2024-08-28 14:05:00,193595
2292244,2024-08-28 14:00:00,193605
2292222,2024-08-28 13:55:00,193542
2292200,2024-08-28 13:50:00,193344
2292178,2024-08-28 13:45:00,193394
2292156,2024-08-28 13:40:00,193519
2292134,2024-08-28 13:35:00,193583
2292112,2024-08-28 13:30:00,193849
2292092,2024-08-28 13:25:00,194015
2292070,2024-08-28 13:20:00,194364
2292048,2024-08-28 13:15:00,194523
2292024,2024-08-28 13:10:00,194612
2292004,2024-08-28 13:05:00,194757
2291957,2024-08-28 13:00:00,194893
2291938,2024-08-28 12:55:00,194949
2291918,2024-08-28 12:50:00,195085
2291898,2024-08-28 12:45:00,195261
2291876,2024-08-28 12:40:00,195347
2291855,2024-08-28 12:35:00,195454
2291833,2024-08-28 12:30:00,195560
2291815,2024-08-28 12:25:00,195609
2291791,2024-08-28 12:20:00,195615
2291769,2024-08-28 12:15:00,195719
2291751,2024-08-28 12:10:00,195752
2290735,2024-08-27 19:15:00,195149
2290715,2024-08-27 19:10:00,195140
2290695,2024-08-27 19:05:00,195120
2290652,2024-08-27 19:00:00,195104
2290635,2024-08-27 18:55:00,195087
2290614,2024-08-27 18:50:00,195163
2290594,2024-08-27 18:45:00,195060
2290576,2024-08-27 18:40:00,195102
2290138,2024-08-27 11:10:00,196104
2290096,2024-08-27 11:00:00,196075
2290076,2024-08-27 10:50:00,195981
2290058,2024-08-27 10:40:00,195503
2290036,2024-08-27 10:30:00,195082
2290016,2024-08-27 10:20:00,194724
2289996,2024-08-27 10:10:00,194494
2289956,2024-08-27 10:00:00,194194
2289936,2024-08-27 09:50:00,194198
2289916,2024-08-27 09:40:00,194159
2289898,2024-08-27 09:30:00,194090
2289876,2024-08-27 09:20:00,193383
2289856,2024-08-27 09:10:00,192564
2289816,2024-08-27 09:00:00,190657
2289794,2024-08-27 08:50:00,188945
2289774,2024-08-27 08:45:00,188555
2289754,2024-08-27 08:40:00,188193
2289739,2024-08-27 08:35:00,187344
2289719,2024-08-27 08:30:00,187284
2289697,2024-08-27 08:20:00,186779
2289677,2024-08-27 08:15:00,186437
2289657,2024-08-27 08:10:00,186191
2289637,2024-08-27 08:05:00,186203
2289594,2024-08-27 08:00:00,186356
2289575,2024-08-27 07:55:00,186209
2289557,2024-08-27 07:50:00,186443
2289535,2024-08-27 07:40:00,186601
2289515,2024-08-27 07:35:00,185785
2289495,2024-08-27 07:30:00,186518
2289477,2024-08-27 07:25:00,186949
2289452,2024-08-27 07:20:00,187346
2289437,2024-08-27 07:15:00,187562
2289415,2024-08-27 07:10:00,187779
2289395,2024-08-27 07:05:00,188173
2289354,2024-08-27 07:00:00,188270
2289333,2024-08-27 06:55:00,188250
2289312,2024-08-27 06:50:00,188118
2289290,2024-08-27 06:45:00,188310
2289269,2024-08-27 06:40:00,188403
2289250,2024-08-27 06:35:00,188811
2289227,2024-08-27 06:30:00,189725
2289205,2024-08-27 06:25:00,189888
2289183,2024-08-27 06:20:00,190454
2289165,2024-08-27 06:15:00,190870
2289143,2024-08-27 06:10:00,190844
2289125,2024-08-27 06:05:00,191131
2289083,2024-08-27 06:00:00,191588
2289063,2024-08-27 05:55:00,191842
2289040,2024-08-27 05:50:00,191833
2289022,2024-08-27 05:45:00,192303
2289001,2024-08-27 05:40:00,192610
2288980,2024-08-27 05:35:00,192862
2288959,2024-08-27 05:30:00,193169
2288937,2024-08-27 05:25:00,193253
2288916,2024-08-27 05:20:00,193585
2288892,2024-08-27 05:15:00,193439
2288877,2024-08-27 05:10:00,193625
2288082,2024-08-26 16:00:00,195787
2288062,2024-08-26 15:50:00,195724
2288042,2024-08-26 15:40:00,195690
2288022,2024-08-26 15:30:00,195340
2288002,2024-08-26 15:20:00,195132
2287984,2024-08-26 15:10:00,195057
2287940,2024-08-26 15:00:00,195016
2287920,2024-08-26 14:55:00,194291
2287900,2024-08-26 14:50:00,194141
2287880,2024-08-26 14:45:00,194019
2287860,2024-08-26 14:40:00,193635
2287839,2024-08-26 14:35:00,193323
2287821,2024-08-26 14:30:00,193333
2287801,2024-08-26 14:20:00,193120
2287781,2024-08-26 14:10:00,193361
2287743,2024-08-26 14:00:00,193181
2287718,2024-08-26 13:50:00,192883
2287701,2024-08-26 13:40:00,192832
2287679,2024-08-26 13:30:00,193119
2287656,2024-08-26 13:25:00,193058
2287639,2024-08-26 13:20:00,193244
2287619,2024-08-26 13:15:00,193442
2287601,2024-08-26 13:10:00,193658
2287575,2024-08-26 13:05:00,193761
2287538,2024-08-26 13:00:00,193525
2287518,2024-08-26 12:55:00,193398
2287496,2024-08-26 12:50:00,193287
2287476,2024-08-26 12:45:00,193430
2287458,2024-08-26 12:40:00,193636
2287437,2024-08-26 12:35:00,193667
2287414,2024-08-26 12:30:00,193725
2287393,2024-08-26 12:25:00,193699
2287373,2024-08-26 12:20:00,193781
2287351,2024-08-26 12:15:00,193723
2287331,2024-08-26 12:10:00,193811
2287311,2024-08-26 12:05:00,193797
2287268,2024-08-26 12:00:00,194049
2287251,2024-08-26 11:55:00,194558
2287229,2024-08-26 11:50:00,194658
2287209,2024-08-26 11:45:00,194807
2287185,2024-08-26 11:40:00,194897
2287165,2024-08-26 11:35:00,194921
2287145,2024-08-26 11:30:00,195084
2287124,2024-08-26 11:25:00,195325
2287104,2024-08-26 11:20:00,195357
2287082,2024-08-26 11:15:00,195463
2287064,2024-08-26 11:10:00,195538
2286584,2024-08-26 03:30:00,196038
2286564,2024-08-26 03:20:00,195955
2286544,2024-08-26 03:10:00,195919
2286504,2024-08-26 03:00:00,195746
2286484,2024-08-26 02:50:00,195032
2286466,2024-08-26 02:40:00,194114
2286444,2024-08-26 02:30:00,193688
2286426,2024-08-26 02:20:00,193601
2286404,2024-08-26 02:10:00,193583
2286364,2024-08-26 02:00:00,193041
2286342,2024-08-26 01:55:00,192817
