id,date_time,not_rain_pxl,sequence,rain_category
2383033,2024-09-27 07:40:00,172909,26,3
2383011,2024-09-27 07:30:00,171191,26,3
2382993,2024-09-27 07:25:00,170930,26,3
2382973,2024-09-27 07:20:00,171159,26,3
2382951,2024-09-27 07:15:00,171337,26,3
2382933,2024-09-27 07:10:00,170582,26,3
2382895,2024-09-27 07:00:00,170280,26,3
2382873,2024-09-27 06:50:00,170376,26,3
2382853,2024-09-27 06:45:00,168701,26,3
2382833,2024-09-27 06:40:00,167208,26,4
2382813,2024-09-27 06:35:00,167540,26,4
2382793,2024-09-27 06:30:00,166392,26,4
2382773,2024-09-27 06:25:00,167057,26,4
2382753,2024-09-27 06:20:00,166600,26,4
2382733,2024-09-27 06:10:00,163288,26,4
2382693,2024-09-27 06:00:00,159972,26,4
2382673,2024-09-27 05:50:00,157402,26,4
2382653,2024-09-27 05:40:00,157806,26,4
2382630,2024-09-27 05:30:00,158208,26,4
2382613,2024-09-27 05:20:00,157042,26,4
2382593,2024-09-27 05:10:00,157239,26,4
2382548,2024-09-27 05:00:00,157763,26,4
2382531,2024-09-27 04:55:00,157622,26,4
2382511,2024-09-27 04:50:00,157740,26,4
2382491,2024-09-27 04:45:00,158161,26,4
2382470,2024-09-27 04:40:00,157856,26,4
2382450,2024-09-27 04:35:00,157371,26,4
2382431,2024-09-27 04:30:00,158938,26,4
2382409,2024-09-27 04:20:00,158388,26,4
2382389,2024-09-27 04:10:00,159123,26,4
2382349,2024-09-27 04:00:00,158810,26,4
2382329,2024-09-27 03:50:00,157879,26,4
2382309,2024-09-27 03:40:00,158926,26,4
2382289,2024-09-27 03:30:00,160224,26,4
2382269,2024-09-27 03:20:00,162353,26,4
2382249,2024-09-27 03:10:00,162510,26,4
2382209,2024-09-27 03:00:00,162921,26,4
2382189,2024-09-27 02:50:00,163535,26,4
2382169,2024-09-27 02:40:00,162446,26,4
2382149,2024-09-27 02:30:00,161404,26,4
2382129,2024-09-27 02:20:00,160035,26,4
2382109,2024-09-27 02:10:00,159199,26,4
2382069,2024-09-27 02:00:00,159746,26,4
2382049,2024-09-27 01:50:00,161704,26,4
2382029,2024-09-27 01:40:00,164828,26,4
2382009,2024-09-27 01:30:00,167047,26,4
2381989,2024-09-27 01:20:00,167710,26,4
2381969,2024-09-27 01:10:00,166670,26,4
2381929,2024-09-27 01:00:00,165586,26,4
2381909,2024-09-27 00:50:00,167573,26,4
2381886,2024-09-27 00:40:00,166779,26,4
2381869,2024-09-27 00:30:00,167559,26,4
2381849,2024-09-27 00:20:00,171716,26,3
2381796,2024-09-26 23:50:00,175643,27,3
2381776,2024-09-26 23:40:00,177535,27,3
2381756,2024-09-26 23:30:00,179599,27,3
2381738,2024-09-26 23:20:00,180641,27,3
2381716,2024-09-26 23:10:00,180419,27,3
2381676,2024-09-26 23:00:00,179584,27,3
2381656,2024-09-26 22:50:00,178490,27,3
2381636,2024-09-26 22:40:00,178820,27,3
2381616,2024-09-26 22:30:00,177708,27,3
2381596,2024-09-26 22:20:00,177451,27,3
2381576,2024-09-26 22:10:00,177894,27,3
2381536,2024-09-26 22:00:00,177801,27,3
2381516,2024-09-26 21:50:00,179322,27,3
2381496,2024-09-26 21:40:00,179919,27,3
2381476,2024-09-26 21:30:00,180825,27,3
2381456,2024-09-26 21:20:00,183420,27,3
2381436,2024-09-26 21:10:00,184433,27,3
2381396,2024-09-26 21:00:00,185088,27,3
2381376,2024-09-26 20:50:00,184108,27,3
2381356,2024-09-26 20:40:00,184951,27,3
2381336,2024-09-26 20:30:00,187076,27,2
2381316,2024-09-26 20:20:00,188432,27,2
2381296,2024-09-26 20:10:00,188772,27,2
2381258,2024-09-26 20:00:00,189649,27,2
2381236,2024-09-26 19:50:00,189171,27,2
2381216,2024-09-26 19:40:00,187877,27,2
2381196,2024-09-26 19:30:00,188672,27,2
2381176,2024-09-26 19:20:00,188678,27,2
2381156,2024-09-26 19:10:00,188968,27,2
2381116,2024-09-26 19:00:00,189039,27,2
2381098,2024-09-26 18:50:00,189486,27,2
2381078,2024-09-26 18:40:00,189701,27,2
2381056,2024-09-26 18:30:00,190211,27,2
2381036,2024-09-26 18:20:00,190223,27,2
2381016,2024-09-26 18:10:00,189060,27,2
2380978,2024-09-26 18:00:00,188277,27,2
2380956,2024-09-26 17:50:00,189782,27,2
2380936,2024-09-26 17:40:00,190551,27,2
2380916,2024-09-26 17:30:00,189892,27,2
2380896,2024-09-26 17:20:00,188958,27,2
2380878,2024-09-26 17:10:00,188464,27,2
2380836,2024-09-26 17:00:00,187782,27,2
2380816,2024-09-26 16:50:00,187238,27,2
2380796,2024-09-26 16:40:00,186911,27,2
2380778,2024-09-26 16:30:00,186100,27,3
2380758,2024-09-26 16:20:00,185995,27,3
2380738,2024-09-26 16:10:00,186571,27,3
2380696,2024-09-26 16:00:00,187341,27,2
2380676,2024-09-26 15:50:00,188729,27,2
2380658,2024-09-26 15:40:00,187836,27,2
2380636,2024-09-26 15:30:00,187784,27,2
2380618,2024-09-26 15:20:00,188016,27,2
2380596,2024-09-26 15:10:00,188959,27,2
2380556,2024-09-26 15:00:00,188735,27,2
2380536,2024-09-26 14:50:00,188413,27,2
2380518,2024-09-26 14:40:00,189091,27,2
2380498,2024-09-26 14:30:00,189521,27,2
2380478,2024-09-26 14:20:00,190353,27,2
2380458,2024-09-26 14:10:00,190873,27,2
2380416,2024-09-26 14:00:00,191255,27,2
2380396,2024-09-26 13:50:00,191005,27,2
2380376,2024-09-26 13:40:00,191778,27,2
2380358,2024-09-26 13:30:00,193036,27,2
2380336,2024-09-26 13:20:00,193891,27,1
2380316,2024-09-26 13:10:00,194439,27,1
2380273,2024-09-26 13:00:00,194531,27,1
2380256,2024-09-26 12:50:00,194546,27,1
2380236,2024-09-26 12:40:00,194805,27,1
2380216,2024-09-26 12:30:00,194941,27,1
2380196,2024-09-26 12:20:00,194735,27,1
2380174,2024-09-26 12:15:00,194563,27,1
2380154,2024-09-26 12:10:00,194389,27,1
2380134,2024-09-26 12:05:00,194504,27,1
2380094,2024-09-26 12:00:00,194414,27,1
2380074,2024-09-26 11:55:00,194164,27,1
2380054,2024-09-26 11:50:00,193886,27,1
2380036,2024-09-26 11:45:00,193869,27,1
2380016,2024-09-26 11:40:00,194086,27,1
2379996,2024-09-26 11:30:00,194967,27,1
2379978,2024-09-26 11:20:00,195522,27,0
2379956,2024-09-26 11:10:00,195047,27,1
2379916,2024-09-26 11:00:00,194918,27,1
2379898,2024-09-26 10:50:00,194814,27,1
2379876,2024-09-26 10:40:00,194364,27,1
2379858,2024-09-26 10:30:00,194469,27,1
2379836,2024-09-26 10:20:00,194035,27,1
2379818,2024-09-26 10:10:00,193349,27,1
2379776,2024-09-26 10:00:00,193477,27,1
2379758,2024-09-26 09:50:00,194012,27,1
2379738,2024-09-26 09:40:00,194095,27,1
2379716,2024-09-26 09:30:00,194070,27,1
2379696,2024-09-26 09:20:00,193550,27,1
2379676,2024-09-26 09:10:00,193874,27,1
2379636,2024-09-26 09:00:00,193598,27,1
2379618,2024-09-26 08:50:00,193109,27,2
2379598,2024-09-26 08:40:00,192685,27,2
2379578,2024-09-26 08:30:00,193399,27,1
2379556,2024-09-26 08:20:00,193995,27,1
2379538,2024-09-26 08:10:00,194291,27,1
2379496,2024-09-26 08:00:00,194182,27,1
2379478,2024-09-26 07:50:00,194074,27,1
2379458,2024-09-26 07:40:00,193393,27,1
2379438,2024-09-26 07:30:00,192858,27,2
2379418,2024-09-26 07:20:00,192779,27,2
2379396,2024-09-26 07:10:00,192853,27,2
2379356,2024-09-26 07:00:00,192699,27,2
2379336,2024-09-26 06:50:00,192880,27,2
2379316,2024-09-26 06:40:00,193576,27,1
2379298,2024-09-26 06:30:00,193270,27,1
2379278,2024-09-26 06:20:00,193000,27,2
2379256,2024-09-26 06:10:00,193915,27,1
2379216,2024-09-26 06:00:00,193892,27,1
2379196,2024-09-26 05:50:00,193666,27,1
2379173,2024-09-26 05:40:00,193478,27,1
2379153,2024-09-26 05:30:00,193412,27,1
2379133,2024-09-26 05:20:00,193307,27,1
2379116,2024-09-26 05:10:00,194079,27,1
2379074,2024-09-26 05:00:00,194342,27,1
2379054,2024-09-26 04:55:00,194528,27,1
2379034,2024-09-26 04:50:00,194698,27,1
2379014,2024-09-26 04:45:00,194663,27,1
2378996,2024-09-26 04:40:00,194856,27,1
2378976,2024-09-26 04:30:00,194710,27,1
2378956,2024-09-26 04:20:00,194992,27,1
2378936,2024-09-26 04:10:00,195178,27,0
2378896,2024-09-26 04:00:00,195178,27,0
2378878,2024-09-26 03:50:00,195332,27,0
2378856,2024-09-26 03:40:00,195004,27,1
2378836,2024-09-26 03:30:00,195427,27,0
2378816,2024-09-26 03:20:00,195092,27,1
2378796,2024-09-26 03:10:00,194894,27,1
2378756,2024-09-26 03:00:00,194217,27,1
2378733,2024-09-26 02:50:00,194259,27,1
2378714,2024-09-26 02:40:00,194398,27,1
2378694,2024-09-26 02:35:00,194607,27,1
2378674,2024-09-26 02:30:00,194508,27,1
2378654,2024-09-26 02:25:00,194351,27,1
2378636,2024-09-26 02:20:00,194242,27,1
2378613,2024-09-26 02:10:00,193321,27,1
2378573,2024-09-26 02:00:00,193276,27,1
2378556,2024-09-26 01:50:00,194011,27,1
2378536,2024-09-26 01:40:00,194178,27,1
2378514,2024-09-26 01:35:00,194274,27,1
2378496,2024-09-26 01:30:00,194300,27,1
2378474,2024-09-26 01:25:00,194353,27,1
2378454,2024-09-26 01:20:00,194181,27,1
2378434,2024-09-26 01:15:00,194320,27,1
2378413,2024-09-26 01:10:00,193767,27,1
2378393,2024-09-26 01:05:00,193591,27,1
2378355,2024-09-26 01:00:00,193440,27,1
2378333,2024-09-26 00:50:00,192859,27,2
2378313,2024-09-26 00:45:00,192916,27,2
2378293,2024-09-26 00:40:00,193219,27,1
2378273,2024-09-26 00:35:00,192697,27,2
2378253,2024-09-26 00:30:00,192692,27,2
2378233,2024-09-26 00:25:00,192510,27,2
2378213,2024-09-26 00:20:00,192540,27,2
2378193,2024-09-26 00:15:00,192743,27,2
2378173,2024-09-26 00:10:00,192693,27,2
2378153,2024-09-26 00:05:00,192768,27,2
2378117,2024-09-25 23:55:00,192611,27,2
2378097,2024-09-25 23:50:00,192586,27,2
2378077,2024-09-25 23:45:00,192135,27,2
2378056,2024-09-25 23:40:00,192311,27,2
2378035,2024-09-25 23:35:00,192402,27,2
2378014,2024-09-25 23:30:00,192667,27,2
2377993,2024-09-25 23:25:00,193099,27,2
2377975,2024-09-25 23:20:00,193442,27,1
2377953,2024-09-25 23:15:00,193670,27,1
2377933,2024-09-25 23:10:00,193758,27,1
2377912,2024-09-25 23:05:00,193640,27,1
2377870,2024-09-25 23:00:00,193398,27,1
2377845,2024-09-25 22:55:00,193393,27,1
2377830,2024-09-25 22:50:00,193085,27,2
2377809,2024-09-25 22:40:00,193297,27,1
2377789,2024-09-25 22:30:00,193837,27,1
2377767,2024-09-25 22:20:00,194690,27,1
2377747,2024-09-25 22:15:00,194731,27,1
2377727,2024-09-25 22:10:00,194635,27,1
2377707,2024-09-25 22:05:00,194680,27,1
2377669,2024-09-25 22:00:00,194570,27,1
2377649,2024-09-25 21:50:00,194730,27,1
2377629,2024-09-25 21:40:00,194890,27,1
2377609,2024-09-25 21:30:00,195296,27,0
2377589,2024-09-25 21:20:00,195211,27,0
2377569,2024-09-25 21:10:00,194679,27,1
2377331,2024-09-25 17:30:00,195958,28,0
2377309,2024-09-25 17:20:00,195974,28,0
2377289,2024-09-25 17:10:00,196001,28,0
2377249,2024-09-25 17:00:00,195884,28,0
2377229,2024-09-25 16:50:00,195416,28,0
2377211,2024-09-25 16:40:00,195030,28,1
2377189,2024-09-25 16:30:00,194686,28,1
2377171,2024-09-25 16:20:00,194823,28,1
2377149,2024-09-25 16:10:00,194787,28,1
2377109,2024-09-25 16:00:00,194619,28,1
2377091,2024-09-25 15:50:00,194808,28,1
2377069,2024-09-25 15:40:00,194823,28,1
2377051,2024-09-25 15:30:00,194484,28,1
2377029,2024-09-25 15:20:00,194737,28,1
2377009,2024-09-25 15:10:00,195067,28,1
2376969,2024-09-25 15:00:00,195343,28,0
2376949,2024-09-25 14:50:00,195560,28,0
2376929,2024-09-25 14:40:00,195398,28,0
2376909,2024-09-25 14:35:00,195454,28,0
2376889,2024-09-25 14:30:00,195122,28,0
2376867,2024-09-25 14:25:00,194817,28,1
2376849,2024-09-25 14:20:00,194663,28,1
2376826,2024-09-25 14:15:00,194598,28,1
2376810,2024-09-25 14:10:00,194688,28,1
2376769,2024-09-25 14:00:00,194614,28,1
2376749,2024-09-25 13:50:00,194782,28,1
2376729,2024-09-25 13:40:00,194720,28,1
2376707,2024-09-25 13:30:00,194984,28,1
2376685,2024-09-25 13:20:00,194849,28,1
2376667,2024-09-25 13:15:00,194695,28,1
2376647,2024-09-25 13:10:00,194480,28,1
2376627,2024-09-25 13:05:00,194064,28,1
2376587,2024-09-25 13:00:00,193856,28,1
2376569,2024-09-25 12:50:00,193442,28,1
2376547,2024-09-25 12:40:00,193264,28,1
2376527,2024-09-25 12:30:00,193062,28,2
2376509,2024-09-25 12:20:00,192717,28,2
2376487,2024-09-25 12:10:00,191959,28,2
2376447,2024-09-25 12:00:00,192221,28,2
2376425,2024-09-25 11:50:00,192393,28,2
2376405,2024-09-25 11:45:00,192816,28,2
2376385,2024-09-25 11:40:00,193167,28,2
2376365,2024-09-25 11:35:00,192629,28,2
2376347,2024-09-25 11:30:00,192519,28,2
2376326,2024-09-25 11:25:00,192252,28,2
2376303,2024-09-25 11:20:00,192048,28,2
2376283,2024-09-25 11:15:00,191934,28,2
2376264,2024-09-25 11:10:00,192027,28,2
2376241,2024-09-25 11:05:00,191547,28,2
2376199,2024-09-25 11:00:00,191297,28,2
2376180,2024-09-25 10:55:00,191323,28,2
2376158,2024-09-25 10:50:00,191523,28,2
2376140,2024-09-25 10:45:00,191447,28,2
2376118,2024-09-25 10:40:00,191642,28,2
2376097,2024-09-25 10:35:00,191877,28,2
2376077,2024-09-25 10:30:00,191952,28,2
2376057,2024-09-25 10:25:00,192129,28,2
2376037,2024-09-25 10:20:00,192095,28,2
2376018,2024-09-25 10:15:00,192351,28,2
2375997,2024-09-25 10:10:00,192516,28,2
2375974,2024-09-25 10:05:00,192824,28,2
2375933,2024-09-25 10:00:00,192752,28,2
2375914,2024-09-25 09:55:00,192788,28,2
2375893,2024-09-25 09:50:00,192929,28,2
2375872,2024-09-25 09:45:00,193188,28,1
2375849,2024-09-25 09:40:00,193367,28,1
2375830,2024-09-25 09:35:00,193155,28,2
2375808,2024-09-25 09:30:00,193294,28,1
2375787,2024-09-25 09:25:00,193505,28,1
2375767,2024-09-25 09:20:00,193610,28,1
2375745,2024-09-25 09:15:00,193720,28,1
2375723,2024-09-25 09:10:00,193879,28,1
2375701,2024-09-25 09:05:00,194093,28,1
2375659,2024-09-25 09:00:00,194223,28,1
2375635,2024-09-25 08:55:00,194340,28,1
2375615,2024-09-25 08:50:00,194314,28,1
2375593,2024-09-25 08:45:00,194127,28,1
2375572,2024-09-25 08:40:00,194086,28,1
2375550,2024-09-25 08:35:00,194095,28,1
2375528,2024-09-25 08:30:00,194168,28,1
2375508,2024-09-25 08:25:00,194253,28,1
2375486,2024-09-25 08:20:00,194382,28,1
2375464,2024-09-25 08:15:00,194552,28,1
2375447,2024-09-25 08:10:00,194706,28,1
2375164,2024-09-25 04:00:00,196095,29,0
2375144,2024-09-25 03:50:00,196143,29,0
2375124,2024-09-25 03:40:00,196033,29,0
2375104,2024-09-25 03:30:00,195812,29,0
2375084,2024-09-25 03:20:00,195305,29,0
2375064,2024-09-25 03:10:00,194791,29,1
2375022,2024-09-25 03:00:00,194435,29,1
2375002,2024-09-25 02:55:00,194280,29,1
2374982,2024-09-25 02:50:00,194280,29,1
2374962,2024-09-25 02:45:00,194243,29,1
2374946,2024-09-25 02:40:00,194389,29,1
2374924,2024-09-25 02:30:00,194465,29,1
2374904,2024-09-25 02:20:00,194866,29,1
2374884,2024-09-25 02:10:00,195115,29,0
2374844,2024-09-25 02:00:00,194986,29,1
2374824,2024-09-25 01:50:00,194346,29,1
2374802,2024-09-25 01:40:00,192841,29,2
2374782,2024-09-25 01:35:00,191574,29,2
2374762,2024-09-25 01:30:00,191512,29,2
2374742,2024-09-25 01:25:00,190503,29,2
2374722,2024-09-25 01:20:00,191167,29,2
2374702,2024-09-25 01:15:00,190813,29,2
2374682,2024-09-25 01:10:00,190195,29,2
2374661,2024-09-25 01:05:00,189633,29,2
2374621,2024-09-25 01:00:00,191854,29,2
2374601,2024-09-25 00:55:00,189379,29,2
2374581,2024-09-25 00:50:00,188687,29,2
2374561,2024-09-25 00:45:00,188209,29,2
2374540,2024-09-25 00:40:00,186816,29,2
2374521,2024-09-25 00:30:00,183952,29,3
2374503,2024-09-25 00:25:00,183313,29,3
2374481,2024-09-25 00:20:00,181968,29,3
2374461,2024-09-25 00:15:00,181337,29,3
2374440,2024-09-25 00:10:00,180494,29,3
2374418,2024-09-25 00:05:00,179902,29,3
2374401,2024-09-25 00:00:00,179167,29,3
2374379,2024-09-24 23:55:00,178926,29,3
2374357,2024-09-24 23:50:00,177443,29,3
2374337,2024-09-24 23:45:00,177414,29,3
2374315,2024-09-24 23:40:00,177152,29,3
2374293,2024-09-24 23:35:00,176857,29,3
2374272,2024-09-24 23:30:00,177927,29,3
2374250,2024-09-24 23:25:00,180087,29,3
2374230,2024-09-24 23:20:00,178839,29,3
2374206,2024-09-24 23:15:00,178591,29,3
2374184,2024-09-24 23:10:00,178484,29,3
2374164,2024-09-24 23:05:00,177327,29,3
2374120,2024-09-24 23:00:00,178717,29,3
2374098,2024-09-24 22:55:00,178562,29,3
2374076,2024-09-24 22:50:00,178339,29,3
2374054,2024-09-24 22:45:00,178283,29,3
2374034,2024-09-24 22:40:00,178954,29,3
2374012,2024-09-24 22:35:00,179178,29,3
2373988,2024-09-24 22:30:00,179988,29,3
2373966,2024-09-24 22:25:00,180275,29,3
2373944,2024-09-24 22:20:00,180766,29,3
2373922,2024-09-24 22:15:00,181112,29,3
2373900,2024-09-24 22:10:00,180713,29,3
2373878,2024-09-24 22:05:00,180623,29,3
2373836,2024-09-24 22:00:00,179888,29,3
2373816,2024-09-24 21:55:00,179407,29,3
2373795,2024-09-24 21:50:00,179237,29,3
2373772,2024-09-24 21:45:00,180019,29,3
2373750,2024-09-24 21:40:00,180374,29,3
2373728,2024-09-24 21:35:00,179114,29,3
2373706,2024-09-24 21:30:00,178762,29,3
2373684,2024-09-24 21:25:00,178363,29,3
2373664,2024-09-24 21:20:00,177545,29,3
2373642,2024-09-24 21:15:00,176966,29,3
2373623,2024-09-24 21:10:00,176358,29,3
2373600,2024-09-24 21:05:00,175806,29,3
2373559,2024-09-24 21:00:00,175641,29,3
2373537,2024-09-24 20:55:00,175724,29,3
2373515,2024-09-24 20:50:00,175750,29,3
2373493,2024-09-24 20:45:00,175744,29,3
2373472,2024-09-24 20:40:00,175549,29,3
2373451,2024-09-24 20:35:00,175267,29,3
2373430,2024-09-24 20:30:00,175372,29,3
2373408,2024-09-24 20:25:00,175644,29,3
2373389,2024-09-24 20:20:00,175912,29,3
2373366,2024-09-24 20:15:00,176013,29,3
2373344,2024-09-24 20:10:00,176473,29,3
2373322,2024-09-24 20:05:00,176845,29,3
2373280,2024-09-24 20:00:00,177207,29,3
2373260,2024-09-24 19:55:00,177900,29,3
2373236,2024-09-24 19:50:00,178034,29,3
2373216,2024-09-24 19:45:00,179877,29,3
2373192,2024-09-24 19:40:00,180093,29,3
2373170,2024-09-24 19:35:00,181237,29,3
2373148,2024-09-24 19:30:00,181789,29,3
2373126,2024-09-24 19:25:00,182115,29,3
2373104,2024-09-24 19:20:00,182635,29,3
2373084,2024-09-24 19:15:00,182857,29,3
2373060,2024-09-24 19:10:00,183351,29,3
2373038,2024-09-24 19:05:00,183308,29,3
2372996,2024-09-24 19:00:00,182449,29,3
2372974,2024-09-24 18:55:00,183014,29,3
2372954,2024-09-24 18:50:00,183035,29,3
2372930,2024-09-24 18:45:00,182419,29,3
2372908,2024-09-24 18:40:00,182339,29,3
2372886,2024-09-24 18:35:00,181922,29,3
2372861,2024-09-24 18:30:00,182583,29,3
2372842,2024-09-24 18:25:00,181073,29,3
2372820,2024-09-24 18:20:00,181656,29,3
2372800,2024-09-24 18:15:00,181289,29,3
2372773,2024-09-24 18:10:00,181101,29,3
2372754,2024-09-24 18:05:00,181455,29,3
2372712,2024-09-24 18:00:00,181459,29,3
2372690,2024-09-24 17:55:00,181203,29,3
2372668,2024-09-24 17:50:00,180924,29,3
2372646,2024-09-24 17:45:00,179935,29,3
2372624,2024-09-24 17:40:00,179713,29,3
2372602,2024-09-24 17:35:00,180057,29,3
2372580,2024-09-24 17:30:00,180305,29,3
2372558,2024-09-24 17:25:00,180278,29,3
2372536,2024-09-24 17:20:00,180871,29,3
2372514,2024-09-24 17:15:00,181522,29,3
2372492,2024-09-24 17:10:00,182003,29,3
2372470,2024-09-24 17:05:00,182390,29,3
2372428,2024-09-24 17:00:00,182519,29,3
2372406,2024-09-24 16:55:00,181990,29,3
2372386,2024-09-24 16:50:00,182173,29,3
2372364,2024-09-24 16:45:00,182298,29,3
2372340,2024-09-24 16:40:00,182671,29,3
2372320,2024-09-24 16:35:00,182226,29,3
2372296,2024-09-24 16:30:00,182461,29,3
2372276,2024-09-24 16:25:00,182795,29,3
2372252,2024-09-24 16:20:00,183608,29,3
2372232,2024-09-24 16:15:00,184246,29,3
2372208,2024-09-24 16:10:00,185217,29,3
2372186,2024-09-24 16:05:00,186372,29,3
2372144,2024-09-24 16:00:00,187087,29,2
2372124,2024-09-24 15:55:00,187358,29,2
2372100,2024-09-24 15:50:00,187536,29,2
2372079,2024-09-24 15:45:00,188095,29,2
2372059,2024-09-24 15:40:00,188965,29,2
2372035,2024-09-24 15:35:00,189318,29,2
2372013,2024-09-24 15:30:00,189454,29,2
2371992,2024-09-24 15:25:00,188939,29,2
2371973,2024-09-24 15:20:00,189543,29,2
2371951,2024-09-24 15:15:00,189820,29,2
2371928,2024-09-24 15:10:00,190571,29,2
2371908,2024-09-24 15:05:00,190609,29,2
2371864,2024-09-24 15:00:00,191323,29,2
2371842,2024-09-24 14:55:00,191462,29,2
2371820,2024-09-24 14:50:00,191551,29,2
2371798,2024-09-24 14:45:00,191955,29,2
2371776,2024-09-24 14:40:00,192342,29,2
2371754,2024-09-24 14:35:00,192697,29,2
2371732,2024-09-24 14:30:00,192958,29,2
2371713,2024-09-24 14:25:00,192958,29,2
2371693,2024-09-24 14:20:00,192985,29,2
2371669,2024-09-24 14:10:00,193255,29,1
2371629,2024-09-24 14:00:00,193794,29,1
2371609,2024-09-24 13:50:00,194298,29,1
2371589,2024-09-24 13:40:00,194399,29,1
2371569,2024-09-24 13:30:00,194192,29,1
2371551,2024-09-24 13:20:00,193810,29,1
2371529,2024-09-24 13:10:00,193436,29,1
2371489,2024-09-24 13:00:00,193744,29,1
2371467,2024-09-24 12:50:00,194149,29,1
2371449,2024-09-24 12:45:00,194370,29,1
2371427,2024-09-24 12:40:00,194723,29,1
2371407,2024-09-24 12:35:00,194853,29,1
2371387,2024-09-24 12:30:00,194867,29,1
2371365,2024-09-24 12:20:00,195017,29,1
2371345,2024-09-24 12:15:00,194998,29,1
2371327,2024-09-24 12:10:00,192476,29,2
2371209,2024-09-24 10:40:00,195869,30,0
2371189,2024-09-24 10:30:00,195741,30,0
2371167,2024-09-24 10:20:00,195569,30,0
2371149,2024-09-24 10:10:00,195490,30,0
2371107,2024-09-24 10:00:00,195520,30,0
2371087,2024-09-24 09:50:00,195452,30,0
2371067,2024-09-24 09:40:00,195562,30,0
2371049,2024-09-24 09:30:00,195530,30,0
2371029,2024-09-24 09:20:00,195260,30,0
2371009,2024-09-24 09:10:00,195036,30,1
2370967,2024-09-24 09:00:00,194417,30,1
2370949,2024-09-24 08:50:00,194355,30,1
2370927,2024-09-24 08:40:00,194364,30,1
2370907,2024-09-24 08:30:00,193435,30,1
2370867,2024-09-24 08:10:00,194000,31,1
2370827,2024-09-24 08:00:00,193353,31,1
2370807,2024-09-24 07:50:00,192603,31,2
2370787,2024-09-24 07:40:00,192575,31,2
2370767,2024-09-24 07:30:00,192447,31,2
2370747,2024-09-24 07:20:00,192154,31,2
2370729,2024-09-24 07:10:00,192535,31,2
2370687,2024-09-24 07:00:00,192114,31,2
2370669,2024-09-24 06:50:00,192004,31,2
2370649,2024-09-24 06:40:00,191718,31,2
2370627,2024-09-24 06:30:00,191561,31,2
2370607,2024-09-24 06:20:00,191668,31,2
2370587,2024-09-24 06:10:00,192367,31,2
2370547,2024-09-24 06:00:00,192213,31,2
2370527,2024-09-24 05:50:00,191843,31,2
2370507,2024-09-24 05:40:00,191717,31,2
2370487,2024-09-24 05:30:00,190695,31,2
2370464,2024-09-24 05:20:00,189751,31,2
2370447,2024-09-24 05:10:00,189731,31,2
2370407,2024-09-24 05:00:00,189244,31,2
2370387,2024-09-24 04:50:00,188648,31,2
2370369,2024-09-24 04:40:00,186931,31,2
2370349,2024-09-24 04:30:00,186297,31,3
2370327,2024-09-24 04:20:00,186184,31,3
2370309,2024-09-24 04:10:00,186064,31,3
2370267,2024-09-24 04:00:00,184933,31,3
2370249,2024-09-24 03:50:00,182048,31,3
2370227,2024-09-24 03:40:00,179446,31,3
2370207,2024-09-24 03:30:00,176062,31,3
2370187,2024-09-24 03:20:00,172179,31,3
2370167,2024-09-24 03:10:00,165806,31,4
2370127,2024-09-24 03:00:00,160763,31,4
2370107,2024-09-24 02:50:00,155348,31,4
2370087,2024-09-24 02:40:00,149610,31,4
2370067,2024-09-24 02:30:00,145627,31,4
2370047,2024-09-24 02:20:00,142379,31,4
2370022,2024-09-24 02:10:00,139966,31,4
2370005,2024-09-24 02:05:00,134507,31,4
2369964,2024-09-24 02:00:00,135352,31,4
2369947,2024-09-24 01:55:00,135648,31,4
2369929,2024-09-24 01:50:00,135466,31,4
2369909,2024-09-24 01:45:00,131694,31,4
2369887,2024-09-24 01:40:00,132623,31,4
2369867,2024-09-24 01:35:00,132428,31,4
2369847,2024-09-24 01:30:00,128752,31,4
2369827,2024-09-24 01:25:00,128437,31,4
2369807,2024-09-24 01:20:00,127406,31,4
2369786,2024-09-24 01:15:00,129857,31,4
2369765,2024-09-24 01:10:00,131315,31,4
2369743,2024-09-24 01:05:00,132316,31,4
2369701,2024-09-24 01:00:00,137800,31,4
2369680,2024-09-24 00:55:00,136697,31,4
2369659,2024-09-24 00:50:00,137707,31,4
2369640,2024-09-24 00:45:00,139478,31,4
2369617,2024-09-24 00:40:00,141238,31,4
2369597,2024-09-24 00:35:00,144986,31,4
2369576,2024-09-24 00:30:00,148837,31,4
2369556,2024-09-24 00:25:00,155648,31,4
2369536,2024-09-24 00:20:00,147895,31,4
2369515,2024-09-24 00:15:00,141744,31,4
2369493,2024-09-24 00:10:00,142714,31,4
2369471,2024-09-24 00:05:00,141530,31,4
2369435,2024-09-23 23:55:00,143625,31,4
2369413,2024-09-23 23:50:00,144230,31,4
2369391,2024-09-23 23:45:00,144969,31,4
2369369,2024-09-23 23:40:00,144729,31,4
2369347,2024-09-23 23:35:00,145643,31,4
2369325,2024-09-23 23:30:00,145868,31,4
2369305,2024-09-23 23:25:00,147641,31,4
2369283,2024-09-23 23:20:00,146935,31,4
2369261,2024-09-23 23:15:00,147645,31,4
2369239,2024-09-23 23:10:00,147977,31,4
2369215,2024-09-23 23:05:00,149692,31,4
2369173,2024-09-23 23:00:00,151194,31,4
2369151,2024-09-23 22:55:00,151053,31,4
2369129,2024-09-23 22:50:00,151494,31,4
2369107,2024-09-23 22:45:00,154383,31,4
